statistics_code;statistics_label;time_code;time_label;time;1_variable_code;1_variable_label;1_variable_attribute_code;1_variable_attribute_label;value;value_unit;value_variable_code;value_variable_label
11111;Feststellung des Gebietsstands;STAG;Stichtag;2024-12-31;GEMI;Gemeinden;08337045GEMI;Häusern;8884785;m²;FLC006;Gebietsfläche
11111;Feststellung des Gebietsstands;STAG;Stichtag;2024-12-31;GEMI;Gemeinden;08136019GEMI;Ellwangen (Jagst), Stadt;196;EW/km²;FLC106;Bevölkerungsdichte
11111;Feststellung des Gebietsstands;STAG;Stichtag;2024-12-31;GEMI;Gemeinden;08136019GEMI;Ellwangen (Jagst), Stadt;127383177;m²;FLC006;Gebietsfläche
11111;Feststellung des Gebietsstands;STAG;Stichtag;2022-12-31;GEMI;Gemeinden;08216029GEMI;Loffenau;149;EW/km²;FLC106;Bevölkerungsdichte
11111;Feststellung des Gebietsstands;STAG;Stichtag;2022-12-31;GEMI;Gemeinden;08216029GEMI;Loffenau;17062785;m²;FLC006;Gebietsfläche
11111;Feststellung des Gebietsstands;STAG;Stichtag;2022-12-31;GEMI;Gemeinden;08127104GEMI;Stimpfach;91;EW/km²;FLC106;Bevölkerungsdichte
11111;Feststellung des Gebietsstands;STAG;Stichtag;2022-12-31;GEMI;Gemeinden;08127104GEMI;Stimpfach;33355202;m²;FLC006;Gebietsfläche
11111;Feststellung des Gebietsstands;STAG;Stichtag;2022-12-31;GEMI;Gemeinden;08336043GEMI;Inzlingen;272;EW/km²;FLC106;Bevölkerungsdichte
11111;Feststellung des Gebietsstands;STAG;Stichtag;2022-12-31;GEMI;Gemeinden;08336043GEMI;Inzlingen;9479524;m²;FLC006;Gebietsfläche
11111;Feststellung des Gebietsstands;STAG;Stichtag;2022-12-31;GEMI;Gemeinden;08435034GEMI;Markdorf, Stadt;349;EW/km²;FLC106;Bevölkerungsdichte
11111;Feststellung des Gebietsstands;STAG;Stichtag;2022-12-31;GEMI;Gemeinden;08435034GEMI;Markdorf, Stadt;40905892;m²;FLC006;Gebietsfläche
11111;Feststellung des Gebietsstands;STAG;Stichtag;2023-12-31;GEMI;Gemeinden;08426006GEMI;Allmannsweiler;79;EW/km²;FLC106;Bevölkerungsdichte
11111;Feststellung des Gebietsstands;STAG;Stichtag;2023-12-31;GEMI;Gemeinden;08426006GEMI;Allmannsweiler;4102874;m²;FLC006;Gebietsfläche
11111;Feststellung des Gebietsstands;STAG;Stichtag;2023-12-31;GEMI;Gemeinden;08417036GEMI;Jungingen;150;EW/km²;FLC106;Bevölkerungsdichte
11111;Feststellung des Gebietsstands;STAG;Stichtag;2023-12-31;GEMI;Gemeinden;08417036GEMI;Jungingen;9328927;m²;FLC006;Gebietsfläche
11111;Feststellung des Gebietsstands;STAG;Stichtag;2023-12-31;GEMI;Gemeinden;08136038GEMI;Lauchheim, Stadt;118;EW/km²;FLC106;Bevölkerungsdichte
11111;Feststellung des Gebietsstands;STAG;Stichtag;2023-12-31;GEMI;Gemeinden;08136038GEMI;Lauchheim, Stadt;40865500;m²;FLC006;Gebietsfläche
11111;Feststellung des Gebietsstands;STAG;Stichtag;2023-12-31;GEMI;Gemeinden;08315133GEMI;Vogtsburg im Kaiserstuhl, Stadt;167;EW/km²;FLC106;Bevölkerungsdichte
11111;Feststellung des Gebietsstands;STAG;Stichtag;2023-12-31;GEMI;Gemeinden;08315133GEMI;Vogtsburg im Kaiserstuhl, Stadt;37363170;m²;FLC006;Gebietsfläche
11111;Feststellung des Gebietsstands;STAG;Stichtag;2024-12-31;GEMI;Gemeinden;08116020GEMI;Frickenhausen;811;EW/km²;FLC106;Bevölkerungsdichte
11111;Feststellung des Gebietsstands;STAG;Stichtag;2024-12-31;GEMI;Gemeinden;08116020GEMI;Frickenhausen;11344732;m²;FLC006;Gebietsfläche
11111;Feststellung des Gebietsstands;STAG;Stichtag;2022-12-31;GEMI;Gemeinden;08117038GEMI;Rechberghausen;849;EW/km²;FLC106;Bevölkerungsdichte
11111;Feststellung des Gebietsstands;STAG;Stichtag;2022-12-31;GEMI;Gemeinden;08117038GEMI;Rechberghausen;6403194;m²;FLC006;Gebietsfläche
11111;Feststellung des Gebietsstands;STAG;Stichtag;2023-12-31;GEMI;Gemeinden;08136089GEMI;Rainau;133;EW/km²;FLC106;Bevölkerungsdichte
11111;Feststellung des Gebietsstands;STAG;Stichtag;2023-12-31;GEMI;Gemeinden;08136089GEMI;Rainau;25470938;m²;FLC006;Gebietsfläche
11111;Feststellung des Gebietsstands;STAG;Stichtag;2024-12-31;GEMI;Gemeinden;08235032GEMI;Haiterbach, Stadt;203;EW/km²;FLC106;Bevölkerungsdichte
11111;Feststellung des Gebietsstands;STAG;Stichtag;2024-12-31;GEMI;Gemeinden;08235032GEMI;Haiterbach, Stadt;28915934;m²;FLC006;Gebietsfläche
11111;Feststellung des Gebietsstands;STAG;Stichtag;2024-12-31;GEMI;Gemeinden;08128047GEMI;Grünsfeld, Stadt;81;EW/km²;FLC106;Bevölkerungsdichte
11111;Feststellung des Gebietsstands;STAG;Stichtag;2024-12-31;GEMI;Gemeinden;08128047GEMI;Grünsfeld, Stadt;44718197;m²;FLC006;Gebietsfläche
11111;Feststellung des Gebietsstands;STAG;Stichtag;2024-12-31;GEMI;Gemeinden;08317026GEMI;Ettenheim, Stadt;281;EW/km²;FLC106;Bevölkerungsdichte
11111;Feststellung des Gebietsstands;STAG;Stichtag;2024-12-31;GEMI;Gemeinden;08317026GEMI;Ettenheim, Stadt;48798387;m²;FLC006;Gebietsfläche
11111;Feststellung des Gebietsstands;STAG;Stichtag;2024-12-31;GEMI;Gemeinden;08117007GEMI;Bad Überkingen;158;EW/km²;FLC106;Bevölkerungsdichte
11111;Feststellung des Gebietsstands;STAG;Stichtag;2024-12-31;GEMI;Gemeinden;08117007GEMI;Bad Überkingen;24043846;m²;FLC006;Gebietsfläche
11111;Feststellung des Gebietsstands;STAG;Stichtag;2024-12-31;GEMI;Gemeinden;08119068GEMI;Schwaikheim;1088;EW/km²;FLC106;Bevölkerungsdichte
11111;Feststellung des Gebietsstands;STAG;Stichtag;2024-12-31;GEMI;Gemeinden;08119068GEMI;Schwaikheim;9218816;m²;FLC006;Gebietsfläche
11111;Feststellung des Gebietsstands;STAG;Stichtag;2023-12-31;GEMI;Gemeinden;08128006GEMI;Assamstadt;129;EW/km²;FLC106;Bevölkerungsdichte
11111;Feststellung des Gebietsstands;STAG;Stichtag;2023-12-31;GEMI;Gemeinden;08128006GEMI;Assamstadt;17230852;m²;FLC006;Gebietsfläche
11111;Feststellung des Gebietsstands;STAG;Stichtag;2022-12-31;GEMI;Gemeinden;08327020GEMI;Gunningen;141;EW/km²;FLC106;Bevölkerungsdichte
11111;Feststellung des Gebietsstands;STAG;Stichtag;2022-12-31;GEMI;Gemeinden;08327020GEMI;Gunningen;5439812;m²;FLC006;Gebietsfläche
11111;Feststellung des Gebietsstands;STAG;Stichtag;2024-12-31;GEMI;Gemeinden;08335026GEMI;Gailingen am Hochrhein;231;EW/km²;FLC106;Bevölkerungsdichte
11111;Feststellung des Gebietsstands;STAG;Stichtag;2024-12-31;GEMI;Gemeinden;08335026GEMI;Gailingen am Hochrhein;13175590;m²;FLC006;Gebietsfläche
11111;Feststellung des Gebietsstands;STAG;Stichtag;2023-12-31;GEMI;Gemeinden;08326017GEMI;Furtwangen im Schwarzwald, Stadt;103;EW/km²;FLC106;Bevölkerungsdichte
11111;Feststellung des Gebietsstands;STAG;Stichtag;2023-12-31;GEMI;Gemeinden;08326017GEMI;Furtwangen im Schwarzwald, Stadt;82571538;m²;FLC006;Gebietsfläche
11111;Feststellung des Gebietsstands;STAG;Stichtag;2024-12-31;GEMI;Gemeinden;08125039GEMI;Gundelsheim, Stadt;194;EW/km²;FLC106;Bevölkerungsdichte
11111;Feststellung des Gebietsstands;STAG;Stichtag;2024-12-31;GEMI;Gemeinden;08125039GEMI;Gundelsheim, Stadt;38443474;m²;FLC006;Gebietsfläche
11111;Feststellung des Gebietsstands;STAG;Stichtag;2024-12-31;GEMI;Gemeinden;08437078GEMI;Meßkirch, Stadt;114;EW/km²;FLC106;Bevölkerungsdichte
11111;Feststellung des Gebietsstands;STAG;Stichtag;2024-12-31;GEMI;Gemeinden;08437078GEMI;Meßkirch, Stadt;76219909;m²;FLC006;Gebietsfläche
11111;Feststellung des Gebietsstands;STAG;Stichtag;2024-12-31;GEMI;Gemeinden;08125001GEMI;Abstatt;515;EW/km²;FLC106;Bevölkerungsdichte
11111;Feststellung des Gebietsstands;STAG;Stichtag;2024-12-31;GEMI;Gemeinden;08125001GEMI;Abstatt;9663489;m²;FLC006;Gebietsfläche
11111;Feststellung des Gebietsstands;STAG;Stichtag;2023-12-31;GEMI;Gemeinden;08125007GEMI;Bad Wimpfen, Stadt;391;EW/km²;FLC106;Bevölkerungsdichte
11111;Feststellung des Gebietsstands;STAG;Stichtag;2023-12-31;GEMI;Gemeinden;08125007GEMI;Bad Wimpfen, Stadt;19376965;m²;FLC006;Gebietsfläche
11111;Feststellung des Gebietsstands;STAG;Stichtag;2022-12-31;GEMI;Gemeinden;08116056GEMI;Plochingen, Stadt;1341;EW/km²;FLC106;Bevölkerungsdichte
11111;Feststellung des Gebietsstands;STAG;Stichtag;2022-12-31;GEMI;Gemeinden;08116056GEMI;Plochingen, Stadt;10635425;m²;FLC006;Gebietsfläche
11111;Feststellung des Gebietsstands;STAG;Stichtag;2022-12-31;GEMI;Gemeinden;08315051GEMI;Heuweiler;286;EW/km²;FLC106;Bevölkerungsdichte
11111;Feststellung des Gebietsstands;STAG;Stichtag;2022-12-31;GEMI;Gemeinden;08315051GEMI;Heuweiler;4027434;m²;FLC006;Gebietsfläche
11111;Feststellung des Gebietsstands;STAG;Stichtag;2023-12-31;GEMI;Gemeinden;08336024GEMI;Fischingen;411;EW/km²;FLC106;Bevölkerungsdichte
11111;Feststellung des Gebietsstands;STAG;Stichtag;2023-12-31;GEMI;Gemeinden;08336024GEMI;Fischingen;1886288;m²;FLC006;Gebietsfläche
11111;Feststellung des Gebietsstands;STAG;Stichtag;2024-12-31;GEMI;Gemeinden;08225032GEMI;Hardheim;78;EW/km²;FLC106;Bevölkerungsdichte
11111;Feststellung des Gebietsstands;STAG;Stichtag;2024-12-31;GEMI;Gemeinden;08225032GEMI;Hardheim;87077546;m²;FLC006;Gebietsfläche
11111;Feststellung des Gebietsstands;STAG;Stichtag;2023-12-31;GEMI;Gemeinden;08216023GEMI;Iffezheim;262;EW/km²;FLC106;Bevölkerungsdichte
11111;Feststellung des Gebietsstands;STAG;Stichtag;2023-12-31;GEMI;Gemeinden;08216023GEMI;Iffezheim;19913936;m²;FLC006;Gebietsfläche
11111;Feststellung des Gebietsstands;STAG;Stichtag;2023-12-31;GEMI;Gemeinden;08315030GEMI;Eichstetten am Kaiserstuhl;306;EW/km²;FLC106;Bevölkerungsdichte
11111;Feststellung des Gebietsstands;STAG;Stichtag;2023-12-31;GEMI;Gemeinden;08315030GEMI;Eichstetten am Kaiserstuhl;12299732;m²;FLC006;Gebietsfläche
11111;Feststellung des Gebietsstands;STAG;Stichtag;2024-12-31;GEMI;Gemeinden;08117011GEMI;Börtlingen;207;EW/km²;FLC106;Bevölkerungsdichte
11111;Feststellung des Gebietsstands;STAG;Stichtag;2024-12-31;GEMI;Gemeinden;08117011GEMI;Börtlingen;8257435;m²;FLC006;Gebietsfläche
11111;Feststellung des Gebietsstands;STAG;Stichtag;2022-12-31;GEMI;Gemeinden;08125026GEMI;Eppingen, Stadt;255;EW/km²;FLC106;Bevölkerungsdichte
11111;Feststellung des Gebietsstands;STAG;Stichtag;2022-12-31;GEMI;Gemeinden;08125026GEMI;Eppingen, Stadt;88581326;m²;FLC006;Gebietsfläche
11111;Feststellung des Gebietsstands;STAG;Stichtag;2023-12-31;GEMI;Gemeinden;08436055GEMI;Leutkirch im Allgäu, Stadt;137;EW/km²;FLC106;Bevölkerungsdichte
11111;Feststellung des Gebietsstands;STAG;Stichtag;2023-12-31;GEMI;Gemeinden;08436055GEMI;Leutkirch im Allgäu, Stadt;174974426;m²;FLC006;Gebietsfläche
11111;Feststellung des Gebietsstands;STAG;Stichtag;2024-12-31;GEMI;Gemeinden;08316053GEMI;Rheinhausen im Breisgau;197;EW/km²;FLC106;Bevölkerungsdichte
11111;Feststellung des Gebietsstands;STAG;Stichtag;2024-12-31;GEMI;Gemeinden;08316053GEMI;Rheinhausen im Breisgau;22004685;m²;FLC006;Gebietsfläche
11111;Feststellung des Gebietsstands;STAG;Stichtag;2022-12-31;GEMI;Gemeinden;08416006GEMI;Bodelshausen;412;EW/km²;FLC106;Bevölkerungsdichte
11111;Feststellung des Gebietsstands;STAG;Stichtag;2022-12-31;GEMI;Gemeinden;08416006GEMI;Bodelshausen;13825386;m²;FLC006;Gebietsfläche
11111;Feststellung des Gebietsstands;STAG;Stichtag;2024-12-31;GEMI;Gemeinden;08119075GEMI;Sulzbach an der Murr;135;EW/km²;FLC106;Bevölkerungsdichte
11111;Feststellung des Gebietsstands;STAG;Stichtag;2024-12-31;GEMI;Gemeinden;08119075GEMI;Sulzbach an der Murr;40121648;m²;FLC006;Gebietsfläche
11111;Feststellung des Gebietsstands;STAG;Stichtag;2024-12-31;GEMI;Gemeinden;08315130GEMI;Münstertal/Schwarzwald;74;EW/km²;FLC106;Bevölkerungsdichte
11111;Feststellung des Gebietsstands;STAG;Stichtag;2024-12-31;GEMI;Gemeinden;08315130GEMI;Münstertal/Schwarzwald;67739978;m²;FLC006;Gebietsfläche
11111;Feststellung des Gebietsstands;STAG;Stichtag;2023-12-31;GEMI;Gemeinden;08215100GEMI;Bad Schönborn;554;EW/km²;FLC106;Bevölkerungsdichte
11111;Feststellung des Gebietsstands;STAG;Stichtag;2023-12-31;GEMI;Gemeinden;08215100GEMI;Bad Schönborn;24102572;m²;FLC006;Gebietsfläche
11111;Feststellung des Gebietsstands;STAG;Stichtag;2023-12-31;GEMI;Gemeinden;08235060GEMI;Rohrdorf;494;EW/km²;FLC106;Bevölkerungsdichte
11111;Feststellung des Gebietsstands;STAG;Stichtag;2023-12-31;GEMI;Gemeinden;08235060GEMI;Rohrdorf;3923893;m²;FLC006;Gebietsfläche
11111;Feststellung des Gebietsstands;STAG;Stichtag;2023-12-31;GEMI;Gemeinden;08425075GEMI;Lonsee;119;EW/km²;FLC106;Bevölkerungsdichte
11111;Feststellung des Gebietsstands;STAG;Stichtag;2023-12-31;GEMI;Gemeinden;08425075GEMI;Lonsee;43324002;m²;FLC006;Gebietsfläche
11111;Feststellung des Gebietsstands;STAG;Stichtag;2022-12-31;GEMI;Gemeinden;08425036GEMI;Emerkingen;112;EW/km²;FLC106;Bevölkerungsdichte
11111;Feststellung des Gebietsstands;STAG;Stichtag;2022-12-31;GEMI;Gemeinden;08425036GEMI;Emerkingen;7399740;m²;FLC006;Gebietsfläche
11111;Feststellung des Gebietsstands;STAG;Stichtag;2023-12-31;GEMI;Gemeinden;08236040GEMI;Mühlacker, Stadt;494;EW/km²;FLC106;Bevölkerungsdichte
11111;Feststellung des Gebietsstands;STAG;Stichtag;2023-12-31;GEMI;Gemeinden;08236040GEMI;Mühlacker, Stadt;54323830;m²;FLC006;Gebietsfläche
11111;Feststellung des Gebietsstands;STAG;Stichtag;2022-12-31;GEMI;Gemeinden;08118073GEMI;Vaihingen an der Enz, Stadt;391;EW/km²;FLC106;Bevölkerungsdichte
11111;Feststellung des Gebietsstands;STAG;Stichtag;2022-12-31;GEMI;Gemeinden;08118073GEMI;Vaihingen an der Enz, Stadt;73403570;m²;FLC006;Gebietsfläche
11111;Feststellung des Gebietsstands;STAG;Stichtag;2024-12-31;GEMI;Gemeinden;08435059GEMI;Überlingen, Stadt;388;EW/km²;FLC106;Bevölkerungsdichte
11111;Feststellung des Gebietsstands;STAG;Stichtag;2024-12-31;GEMI;Gemeinden;08435059GEMI;Überlingen, Stadt;58636802;m²;FLC006;Gebietsfläche
11111;Feststellung des Gebietsstands;STAG;Stichtag;2024-12-31;GEMI;Gemeinden;08327033GEMI;Mahlstetten;67;EW/km²;FLC106;Bevölkerungsdichte
11111;Feststellung des Gebietsstands;STAG;Stichtag;2024-12-31;GEMI;Gemeinden;08327033GEMI;Mahlstetten;12199184;m²;FLC006;Gebietsfläche
11111;Feststellung des Gebietsstands;STAG;Stichtag;2023-12-31;GEMI;Gemeinden;08119087GEMI;Aspach;235;EW/km²;FLC106;Bevölkerungsdichte
11111;Feststellung des Gebietsstands;STAG;Stichtag;2023-12-31;GEMI;Gemeinden;08119087GEMI;Aspach;35451544;m²;FLC006;Gebietsfläche
11111;Feststellung des Gebietsstands;STAG;Stichtag;2024-12-31;GEMI;Gemeinden;08116076GEMI;Aichwald;496;EW/km²;FLC106;Bevölkerungsdichte
11111;Feststellung des Gebietsstands;STAG;Stichtag;2024-12-31;GEMI;Gemeinden;08116076GEMI;Aichwald;14667148;m²;FLC006;Gebietsfläche
11111;Feststellung des Gebietsstands;STAG;Stichtag;2022-12-31;GEMI;Gemeinden;08115016GEMI;Gäufelden;447;EW/km²;FLC106;Bevölkerungsdichte
11111;Feststellung des Gebietsstands;STAG;Stichtag;2022-12-31;GEMI;Gemeinden;08115016GEMI;Gäufelden;20071311;m²;FLC006;Gebietsfläche
11111;Feststellung des Gebietsstands;STAG;Stichtag;2023-12-31;GEMI;Gemeinden;08116037GEMI;Lichtenwald;235;EW/km²;FLC106;Bevölkerungsdichte
11111;Feststellung des Gebietsstands;STAG;Stichtag;2023-12-31;GEMI;Gemeinden;08116037GEMI;Lichtenwald;10804636;m²;FLC006;Gebietsfläche
11111;Feststellung des Gebietsstands;STAG;Stichtag;2024-12-31;GEMI;Gemeinden;08237054GEMI;Pfalzgrafenweiler;163;EW/km²;FLC106;Bevölkerungsdichte
11111;Feststellung des Gebietsstands;STAG;Stichtag;2024-12-31;GEMI;Gemeinden;08237054GEMI;Pfalzgrafenweiler;44694484;m²;FLC006;Gebietsfläche
11111;Feststellung des Gebietsstands;STAG;Stichtag;2022-12-31;GEMI;Gemeinden;08426071GEMI;Maselheim;99;EW/km²;FLC106;Bevölkerungsdichte
11111;Feststellung des Gebietsstands;STAG;Stichtag;2022-12-31;GEMI;Gemeinden;08426071GEMI;Maselheim;47024215;m²;FLC006;Gebietsfläche
11111;Feststellung des Gebietsstands;STAG;Stichtag;2022-12-31;GEMI;Gemeinden;08316024GEMI;Malterdingen;308;EW/km²;FLC106;Bevölkerungsdichte
11111;Feststellung des Gebietsstands;STAG;Stichtag;2022-12-31;GEMI;Gemeinden;08316024GEMI;Malterdingen;11134580;m²;FLC006;Gebietsfläche
11111;Feststellung des Gebietsstands;STAG;Stichtag;2024-12-31;GEMI;Gemeinden;08236072GEMI;Straubenhardt;344;EW/km²;FLC106;Bevölkerungsdichte
11111;Feststellung des Gebietsstands;STAG;Stichtag;2024-12-31;GEMI;Gemeinden;08236072GEMI;Straubenhardt;33080917;m²;FLC006;Gebietsfläche
11111;Feststellung des Gebietsstands;STAG;Stichtag;2023-12-31;GEMI;Gemeinden;08127075GEMI;Schrozberg, Stadt;55;EW/km²;FLC106;Bevölkerungsdichte
11111;Feststellung des Gebietsstands;STAG;Stichtag;2023-12-31;GEMI;Gemeinden;08127075GEMI;Schrozberg, Stadt;105211428;m²;FLC006;Gebietsfläche
11111;Feststellung des Gebietsstands;STAG;Stichtag;2023-12-31;GEMI;Gemeinden;08236033GEMI;Knittlingen, Stadt;306;EW/km²;FLC106;Bevölkerungsdichte
11111;Feststellung des Gebietsstands;STAG;Stichtag;2023-12-31;GEMI;Gemeinden;08236033GEMI;Knittlingen, Stadt;26328676;m²;FLC006;Gebietsfläche
11111;Feststellung des Gebietsstands;STAG;Stichtag;2024-12-31;GEMI;Gemeinden;08437076GEMI;Mengen, Stadt;204;EW/km²;FLC106;Bevölkerungsdichte
11111;Feststellung des Gebietsstands;STAG;Stichtag;2024-12-31;GEMI;Gemeinden;08437076GEMI;Mengen, Stadt;49814659;m²;FLC006;Gebietsfläche
11111;Feststellung des Gebietsstands;STAG;Stichtag;2024-12-31;GEMI;Gemeinden;08417015GEMI;Dormettingen;164;EW/km²;FLC106;Bevölkerungsdichte
11111;Feststellung des Gebietsstands;STAG;Stichtag;2024-12-31;GEMI;Gemeinden;08417015GEMI;Dormettingen;6553844;m²;FLC006;Gebietsfläche
11111;Feststellung des Gebietsstands;STAG;Stichtag;2024-12-31;GEMI;Gemeinden;08425108GEMI;Schelklingen, Stadt;87;EW/km²;FLC106;Bevölkerungsdichte
11111;Feststellung des Gebietsstands;STAG;Stichtag;2024-12-31;GEMI;Gemeinden;08425108GEMI;Schelklingen, Stadt;75871256;m²;FLC006;Gebietsfläche
11111;Feststellung des Gebietsstands;STAG;Stichtag;2022-12-31;GEMI;Gemeinden;08327013GEMI;Egesheim;84;EW/km²;FLC106;Bevölkerungsdichte
11111;Feststellung des Gebietsstands;STAG;Stichtag;2022-12-31;GEMI;Gemeinden;08327013GEMI;Egesheim;7666551;m²;FLC006;Gebietsfläche
11111;Feststellung des Gebietsstands;STAG;Stichtag;2022-12-31;GEMI;Gemeinden;08226096GEMI;Weinheim, Stadt;786;EW/km²;FLC106;Bevölkerungsdichte
11111;Feststellung des Gebietsstands;STAG;Stichtag;2022-12-31;GEMI;Gemeinden;08226096GEMI;Weinheim, Stadt;58108849;m²;FLC006;Gebietsfläche
11111;Feststellung des Gebietsstands;STAG;Stichtag;2023-12-31;GEMI;Gemeinden;08425017GEMI;Berghülen;79;EW/km²;FLC106;Bevölkerungsdichte
11111;Feststellung des Gebietsstands;STAG;Stichtag;2023-12-31;GEMI;Gemeinden;08425017GEMI;Berghülen;26131650;m²;FLC006;Gebietsfläche
11111;Feststellung des Gebietsstands;STAG;Stichtag;2023-12-31;GEMI;Gemeinden;08316012GEMI;Endingen am Kaiserstuhl, Stadt;388;EW/km²;FLC106;Bevölkerungsdichte
11111;Feststellung des Gebietsstands;STAG;Stichtag;2023-12-31;GEMI;Gemeinden;08316012GEMI;Endingen am Kaiserstuhl, Stadt;26701939;m²;FLC006;Gebietsfläche
11111;Feststellung des Gebietsstands;STAG;Stichtag;2024-12-31;GEMI;Gemeinden;08116018GEMI;Erkenbrechtsweiler;288;EW/km²;FLC106;Bevölkerungsdichte
11111;Feststellung des Gebietsstands;STAG;Stichtag;2024-12-31;GEMI;Gemeinden;08116018GEMI;Erkenbrechtsweiler;6926976;m²;FLC006;Gebietsfläche
11111;Feststellung des Gebietsstands;STAG;Stichtag;2023-12-31;GEMI;Gemeinden;08125058GEMI;Leingarten, Stadt;499;EW/km²;FLC106;Bevölkerungsdichte
11111;Feststellung des Gebietsstands;STAG;Stichtag;2023-12-31;GEMI;Gemeinden;08125058GEMI;Leingarten, Stadt;23470313;m²;FLC006;Gebietsfläche
11111;Feststellung des Gebietsstands;STAG;Stichtag;2022-12-31;GEMI;Gemeinden;08118015GEMI;Erligheim;472;EW/km²;FLC106;Bevölkerungsdichte
11111;Feststellung des Gebietsstands;STAG;Stichtag;2022-12-31;GEMI;Gemeinden;08118015GEMI;Erligheim;6189647;m²;FLC006;Gebietsfläche
11111;Feststellung des Gebietsstands;STAG;Stichtag;2024-12-31;GEMI;Gemeinden;08316051GEMI;Wyhl am Kaiserstuhl;239;EW/km²;FLC106;Bevölkerungsdichte
11111;Feststellung des Gebietsstands;STAG;Stichtag;2024-12-31;GEMI;Gemeinden;08316051GEMI;Wyhl am Kaiserstuhl;16946132;m²;FLC006;Gebietsfläche
11111;Feststellung des Gebietsstands;STAG;Stichtag;2023-12-31;GEMI;Gemeinden;08118054GEMI;Murr;847;EW/km²;FLC106;Bevölkerungsdichte
11111;Feststellung des Gebietsstands;STAG;Stichtag;2023-12-31;GEMI;Gemeinden;08118054GEMI;Murr;7794237;m²;FLC006;Gebietsfläche
11111;Feststellung des Gebietsstands;STAG;Stichtag;2022-12-31;GEMI;Gemeinden;08315070GEMI;Löffingen, Stadt;88;EW/km²;FLC106;Bevölkerungsdichte
11111;Feststellung des Gebietsstands;STAG;Stichtag;2022-12-31;GEMI;Gemeinden;08315070GEMI;Löffingen, Stadt;88021653;m²;FLC006;Gebietsfläche
11111;Feststellung des Gebietsstands;STAG;Stichtag;2022-12-31;GEMI;Gemeinden;08125047GEMI;Ittlingen;185;EW/km²;FLC106;Bevölkerungsdichte
11111;Feststellung des Gebietsstands;STAG;Stichtag;2022-12-31;GEMI;Gemeinden;08125047GEMI;Ittlingen;14105561;m²;FLC006;Gebietsfläche
11111;Feststellung des Gebietsstands;STAG;Stichtag;2022-12-31;GEMI;Gemeinden;08436055GEMI;Leutkirch im Allgäu, Stadt;136;EW/km²;FLC106;Bevölkerungsdichte
11111;Feststellung des Gebietsstands;STAG;Stichtag;2022-12-31;GEMI;Gemeinden;08436055GEMI;Leutkirch im Allgäu, Stadt;174974262;m²;FLC006;Gebietsfläche
11111;Feststellung des Gebietsstands;STAG;Stichtag;2024-12-31;GEMI;Gemeinden;08125078GEMI;Oedheim;310;EW/km²;FLC106;Bevölkerungsdichte
11111;Feststellung des Gebietsstands;STAG;Stichtag;2024-12-31;GEMI;Gemeinden;08125078GEMI;Oedheim;21236821;m²;FLC006;Gebietsfläche
11111;Feststellung des Gebietsstands;STAG;Stichtag;2024-12-31;GEMI;Gemeinden;08116048GEMI;Notzingen;478;EW/km²;FLC106;Bevölkerungsdichte
11111;Feststellung des Gebietsstands;STAG;Stichtag;2024-12-31;GEMI;Gemeinden;08116048GEMI;Notzingen;7699960;m²;FLC006;Gebietsfläche
11111;Feststellung des Gebietsstands;STAG;Stichtag;2022-12-31;GEMI;Gemeinden;08119083GEMI;Weissach im Tal;532;EW/km²;FLC106;Bevölkerungsdichte
11111;Feststellung des Gebietsstands;STAG;Stichtag;2022-12-31;GEMI;Gemeinden;08119083GEMI;Weissach im Tal;14125759;m²;FLC006;Gebietsfläche
11111;Feststellung des Gebietsstands;STAG;Stichtag;2022-12-31;GEMI;Gemeinden;08425064GEMI;Hüttisheim;145;EW/km²;FLC106;Bevölkerungsdichte
11111;Feststellung des Gebietsstands;STAG;Stichtag;2022-12-31;GEMI;Gemeinden;08425064GEMI;Hüttisheim;10356670;m²;FLC006;Gebietsfläche
11111;Feststellung des Gebietsstands;STAG;Stichtag;2022-12-31;GEMI;Gemeinden;08336094GEMI;Wembach;184;EW/km²;FLC106;Bevölkerungsdichte
11111;Feststellung des Gebietsstands;STAG;Stichtag;2022-12-31;GEMI;Gemeinden;08336094GEMI;Wembach;1797182;m²;FLC006;Gebietsfläche
11111;Feststellung des Gebietsstands;STAG;Stichtag;2022-12-31;GEMI;Gemeinden;08136038GEMI;Lauchheim, Stadt;116;EW/km²;FLC106;Bevölkerungsdichte
11111;Feststellung des Gebietsstands;STAG;Stichtag;2022-12-31;GEMI;Gemeinden;08136038GEMI;Lauchheim, Stadt;40859551;m²;FLC006;Gebietsfläche
11111;Feststellung des Gebietsstands;STAG;Stichtag;2022-12-31;GEMI;Gemeinden;08127008GEMI;Blaufelden;60;EW/km²;FLC106;Bevölkerungsdichte
11111;Feststellung des Gebietsstands;STAG;Stichtag;2022-12-31;GEMI;Gemeinden;08127008GEMI;Blaufelden;90171403;m²;FLC006;Gebietsfläche
11111;Feststellung des Gebietsstands;STAG;Stichtag;2022-12-31;GEMI;Gemeinden;08326061GEMI;Tuningen;198;EW/km²;FLC106;Bevölkerungsdichte
11111;Feststellung des Gebietsstands;STAG;Stichtag;2022-12-31;GEMI;Gemeinden;08326061GEMI;Tuningen;15588122;m²;FLC006;Gebietsfläche
11111;Feststellung des Gebietsstands;STAG;Stichtag;2024-12-31;GEMI;Gemeinden;08336045GEMI;Kandern, Stadt;140;EW/km²;FLC106;Bevölkerungsdichte
